ons_id,constituency_name,region_name,constituency_type,first_party,second_party,electorate,valid_votes,majority,con,lab,ld,brexit,green,snp,pc,dup,sf,sdlp,uup,alliance,other,other_winner
E14000914,Scunthorpe,Yorkshire and The Humber,County,Con,Lab,61955,37750,6451,20306,13855,875,2044,670,0,0,0,0,0,0,0,0,0
E14000915,Sedgefield,North East,County,Con,Lab,64325,41566,4513,19609,15096,1955,3518,994,0,0,0,0,0,0,0,394,0
E14000916,Sefton Central,North West,County,Lab,Con,69760,50880,15122,14132,29254,3386,2425,1261,0,0,0,0,0,0,0,422,0
E14000917,Selby and Ainsty,Yorkshire and The Humber,County,Con,Lab,78398,56418,20137,33995,13858,4842,0,1823,0,0,0,0,0,0,0,1900,0
E14000918,Sevenoaks,South East,County,Con,LD,71757,50956,20818,30932,6946,10114,0,1974,0,0,0,0,0,0,0,990,0
E14000921,"Sheffield, Brightside and Hillsborough",Yorkshire and The Humber,Borough,Lab,Con,69333,39600,12274,10095,22369,1517,3855,1179,0,0,0,0,0,0,0,585,0
E14000919,Sheffield Central,Yorkshire and The Humber,Borough,Lab,Con,89849,50913,27273,6695,33968,3237,1969,4570,0,0,0,0,0,0,0,474,0
E14000922,"Sheffield, Hallam",Yorkshire and The Humber,County,Lab,LD,72763,56885,712,14696,19709,18997,1562,1630,0,0,0,0,0,0,0,291,0
E14000923,"Sheffield, Heeley",Yorkshire and The Humber,Borough,Lab,Con,66940,42695,8520,12955,21475,2916,3538,1811,0,0,0,0,0,0,0,0,0
E14000920,Sheffield South East,Yorkshire and The Humber,Borough,Lab,Con,67832,41998,4289,15070,19359,2125,4478,0,0,0,0,0,0,0,0,966,0
E14000924,Sherwood,East Midlands,County,Con,Lab,77888,52709,16186,32049,15863,2883,0,1214,0,0,0,0,0,0,0,700,0
E14000925,Shipley,Yorkshire and The Humber,County,Con,Lab,74029,54004,6242,27437,21195,3188,0,1301,0,0,0,0,0,0,0,883,0
E14000926,Shrewsbury and Atcham,West Midlands,County,Con,Lab,82238,59065,11217,31021,19804,5906,0,1762,0,0,0,0,0,0,0,572,0
E14000927,Sittingbourne and Sheppey,South East,County,Con,Lab,83917,51394,24479,34742,10263,3213,0,1188,0,0,0,0,0,0,0,1988,0
E14000928,Skipton and Ripon,Yorkshire and The Humber,County,Con,Lab,78673,58724,23694,34919,11225,8701,0,2748,0,0,0,0,0,0,0,1131,0
E14000929,Sleaford and North Hykeham,East Midlands,County,Con,Lab,94761,66554,32565,44683,12118,5355,0,1742,0,0,0,0,0,0,0,2656,0
E14000930,Slough,South East,Borough,Lab,Con,86818,51038,13640,15781,29421,3357,1432,1047,0,0,0,0,0,0,0,0,0
E14000931,Solihull,West Midlands,Borough,Con,Lab,78760,55344,21273,32309,11036,9977,0,2022,0,0,0,0,0,0,0,0,0
E14000932,Somerton and Frome,South West,County,Con,LD,85866,64896,19213,36230,8354,17017,0,3295,0,0,0,0,0,0,0,0,0
E14000955,"Southampton, Itchen",South East,Borough,Con,Lab,72299,47421,4498,23952,19454,2503,0,1040,0,0,0,0,0,0,0,472,0
E14000956,"Southampton, Test",South East,Borough,Lab,Con,70116,44994,6213,16043,22256,3449,1591,1433,0,0,0,0,0,0,0,222,0
N06000014,South Antrim,Northern Ireland,County,DUP,UUP,71711,42974,2689,0,0,0,0,0,0,0,15149,4887,2288,12460,8190,0,0
E14000933,South Basildon and East Thurrock,East,County,Con,Lab,74441,45297,19922,29973,10051,1957,0,0,0,0,0,0,0,0,0,3316,0
E14000934,South Cambridgeshire,East,County,Con,LD,87288,66929,2904,31015,7803,28111,0,0,0,0,0,0,0,0,0,0,0
E14000935,South Derbyshire,East Midlands,County,Con,Lab,79331,53381,19335,33502,14167,3924,0,1788,0,0,0,0,0,0,0,0,0
E14000936,South Dorset,South West,County,Con,Lab,73809,51058,17153,30024,12871,5432,0,2246,0,0,0,0,0,0,0,485,0
N06000015,South Down,Northern Ireland,County,SF,SDLP,79175,49762,1620,0,0,0,0,0,0,0,7619,16137,14517,3307,6916,1266,0
E14000937,South East Cambridgeshire,East,County,Con,LD,86769,64385,11490,32187,10492,20697,0,0,0,0,0,0,0,0,0,1009,0
E14000938,South East Cornwall,South West,County,Con,Lab,71825,53655,20971,31807,10836,8650,0,1493,0,0,0,0,0,0,0,869,0
E14000957,Southend West,East,Borough,Con,Lab,69043,46537,14459,27555,13096,5312,0,0,0,0,0,0,0,0,0,574,0
E14000939,South Holland and The Deepings,East Midlands,County,Con,Lab,75975,49179,30838,37338,6500,3225,0,1613,0,0,0,0,0,0,0,503,0
E14000940,South Leicestershire,East Midlands,County,Con,Lab,80520,57469,24004,36791,12787,5452,0,2439,0,0,0,0,0,0,0,0,0
E14000941,South Norfolk,East,County,Con,Lab,86214,62484,21275,36258,14983,8744,0,2499,0,0,0,0,0,0,0,0,0
E14000942,South Northamptonshire,East Midlands,County,Con,Lab,90842,66908,27761,41755,13994,7891,0,2634,0,0,0,0,0,0,0,634,0
E14000958,Southport,North West,Borough,Con,Lab,70837,48180,4147,22914,18767,6499,0,0,0,0,0,0,0,0,0,0,0
E14000943,South Ribble,North West,County,Con,Lab,75351,53784,11199,30028,18829,3720,0,1207,0,0,0,0,0,0,0,0,0
E14000944,South Shields,North East,Borough,Lab,Con,62793,37882,9585,7688,17273,1514,6446,1303,0,0,0,0,0,0,0,3658,0
E14000945,South Staffordshire,West Midlands,County,Con,Lab,73668,50005,28250,36520,8270,3280,0,1935,0,0,0,0,0,0,0,0,0
E14000946,South Suffolk,East,County,Con,Lab,76201,53489,22897,33270,10373,6702,0,3144,0,0,0,0,0,0,0,0,0
E14000947,South Swindon,South West,County,Con,Lab,73118,50746,6625,26536,19911,4299,0,0,0,0,0,0,0,0,0,0,0
E14000948,South Thanet,South East,County,Con,Lab,73223,48257,10587,27084,16497,2727,0,1949,0,0,0,0,0,0,0,0,0
E14000949,South West Bedfordshire,East,County,Con,Lab,79926,53307,18583,32212,13629,5435,0,2031,0,0,0,0,0,0,0,0,0
E14000950,South West Devon,South West,County,Con,Lab,72535,53367,21430,33286,11856,6207,0,2018,0,0,0,0,0,0,0,0,0
E14000951,South West Hertfordshire,East,County,Con,Ind,80499,61191,14408,30327,7228,6251,0,1466,0,0,0,0,0,0,0,15919,0
E14000952,South West Norfolk,East,County,Con,Lab,78455,51466,26195,35507,9312,4166,0,1645,0,0,0,0,0,0,0,836,0
E14000953,South West Surrey,South East,County,Con,LD,79096,60340,8817,32191,4775,23374,0,0,0,0,0,0,0,0,0,0,0
E14000954,South West Wiltshire,South West,County,Con,Lab,77969,54895,21630,33038,11408,8015,0,2434,0,0,0,0,0,0,0,0,0
E14000959,Spelthorne,South East,Borough,Con,Lab,70929,49510,18393,29141,10748,7499,0,2122,0,0,0,0,0,0,0,0,0
E14000965,Stafford,West Midlands,County,Con,Lab,72572,51149,14377,29992,15615,3175,0,2367,0,0,0,0,0,0,0,0,0
E14000966,Staffordshire Moorlands,West Midlands,County,Con,Lab,65485,43656,16428,28192,11764,2469,0,1231,0,0,0,0,0,0,0,0,0
E14000960,St Albans,East,County,LD,Con,73727,57599,6293,22574,5000,28867,0,1004,0,0,0,0,0,0,0,154,0
E14000967,Stalybridge and Hyde,North West,County,Lab,Con,73064,42368,2946,16079,19025,1827,3591,1411,0,0,0,0,0,0,0,435,0
E14000961,St Austell and Newquay,South West,County,Con,Lab,79930,55776,16526,31273,14747,5861,0,1609,0,0,0,0,0,0,0,2286,0
E14000968,Stevenage,East,County,Con,Lab,71562,47683,8562,25328,16766,4132,0,1457,0,0,0,0,0,0,0,0,0
E14000962,St Helens North,North West,Borough,Lab,Con,75593,47561,12209,12661,24870,2668,5396,1966,0,0,0,0,0,0,0,0,0
E14000963,St Helens South and Whiston,North West,Borough,Lab,Con,79061,50313,19122,10335,29457,2886,5353,2282,0,0,0,0,0,0,0,0,0
S14000057,Stirling,Scotland,County,SNP,Con,68473,52620,9254,17641,4275,2867,0,942,26895,0,0,0,0,0,0,0,0
E14000964,St Ives,South West,County,Con,LD,68795,51413,4280,25365,3553,21085,0,964,0,0,0,0,0,0,0,446,0
E14000969,Stockport,North West,Borough,Lab,Con,65391,41715,10039,11656,21695,5043,1918,1403,0,0,0,0,0,0,0,0,0
E14000970,Stockton North,North East,Borough,Lab,Con,66649,41156,1027,16701,17728,1631,3907,0,0,0,0,0,0,0,0,1189,0
E14000971,Stockton South,North East,Borough,Con,Lab,76870,54802,5260,27764,22504,2338,2196,0,0,0,0,0,0,0,0,0,0
E14000972,Stoke-On-Trent Central,West Midlands,Borough,Con,Lab,55419,32070,670,14557,13887,1116,1691,819,0,0,0,0,0,0,0,0,0
E14000973,Stoke-On-Trent North,West Midlands,Borough,Con,Lab,68298,40134,6286,20974,14688,1268,2374,508,0,0,0,0,0,0,0,322,0
E14000974,Stoke-On-Trent South,West Midlands,Borough,Con,Lab,64491,39604,11271,24632,13361,1611,0,0,0,0,0,0,0,0,0,0,0
E14000975,Stone,West Midlands,County,Con,Lab,69378,49843,19945,31687,11742,4412,0,2002,0,0,0,0,0,0,0,0,0
E14000976,Stourbridge,West Midlands,Borough,Con,Lab,69891,45689,13571,27534,13963,2523,0,1048,0,0,0,0,0,0,0,621,0
N06000016,Strangford,Northern Ireland,County,DUP,Alliance,66928,37485,7071,1476,0,0,0,790,0,0,17705,555,1994,4023,10634,308,0
E14000977,Stratford-On-Avon,West Midlands,County,Con,LD,74037,55048,19972,33343,6222,13371,0,2112,0,0,0,0,0,0,0,0,0
E14000978,Streatham,London,Borough,Lab,LD,84783,56513,17690,9060,30976,13286,624,2567,0,0,0,0,0,0,0,0,0
E14000979,Stretford and Urmston,North West,Borough,Lab,Con,72372,50067,16417,13778,30195,2969,1768,1357,0,0,0,0,0,0,0,0,0
E14000980,Stroud,South West,County,Con,Lab,84537,65930,3840,31582,27742,0,1085,4954,0,0,0,0,0,0,0,567,0
E14000981,Suffolk Coastal,East,County,Con,Lab,81910,58308,20533,32958,12425,8719,0,2713,0,0,0,0,0,0,0,1493,0
E14000982,Sunderland Central,North East,Borough,Lab,Con,72680,43476,2964,15372,18336,3025,5047,1212,0,0,0,0,0,0,0,484,0
E14000983,Surrey Heath,South East,County,Con,LD,81349,58654,18349,34358,5407,16009,0,2252,0,0,0,0,0,0,0,628,0
E14000984,Sutton and Cheam,London,Borough,Con,LD,71779,50487,8351,25235,7200,16884,0,1168,0,0,0,0,0,0,0,0,0
E14000985,Sutton Coldfield,West Midlands,Borough,Con,Lab,75638,52325,19272,31604,12332,6358,0,2031,0,0,0,0,0,0,0,0,0
W07000048,Swansea East,Wales,Borough,Lab,Con,58450,33579,7970,9435,17405,1409,2842,583,0,1905,0,0,0,0,0,0,0
W07000047,Swansea West,Wales,Borough,Lab,Con,57078,35830,8116,10377,18493,2993,1983,0,0,1984,0,0,0,0,0,0,0
E14000986,Tamworth,West Midlands,County,Con,Lab,71572,46056,19634,30542,10908,2426,0,935,0,0,0,0,0,0,0,1245,0
E14000987,Tatton,North West,County,Con,Lab,69018,48967,17387,28277,10890,7712,0,2088,0,0,0,0,0,0,0,0,0
E14000988,Taunton Deane,South West,County,Con,LD,88676,63733,11700,34164,4715,22464,0,0,0,0,0,0,0,0,0,2390,0
E14000989,Telford,West Midlands,Borough,Con,Lab,68921,42825,10941,25546,14605,2674,0,0,0,0,0,0,0,0,0,0,0
E14000990,Tewkesbury,South West,County,Con,LD,83958,61140,22410,35728,9310,13318,0,2784,0,0,0,0,0,0,0,0,0
E14000991,The Cotswolds,South West,County,Con,LD,81939,61176,20214,35484,7110,15270,0,3312,0,0,0,0,0,0,0,0,0
E14000992,The Wrekin,West Midlands,County,Con,Lab,70693,48890,18726,31029,12303,4067,0,1491,0,0,0,0,0,0,0,0,0
E14000993,Thirsk and Malton,Yorkshire and The Humber,County,Con,Lab,80991,56588,25154,35634,10480,6774,0,2263,0,0,0,0,0,0,0,1437,0
E14000994,Thornbury and Yate,South West,County,Con,LD,69492,52243,12369,30202,4208,17833,0,0,0,0,0,0,0,0,0,0,0
E14000995,Thurrock,East,Borough,Con,Lab,79659,47467,11482,27795,16313,1510,0,807,0,0,0,0,0,0,0,1042,0
E14000996,Tiverton and Honiton,South West,County,Con,Lab,82953,59613,24239,35893,11654,8807,0,2291,0,0,0,0,0,0,0,968,0
E14000997,Tonbridge and Malling,South East,County,Con,LD,79278,57003,26941,35784,8286,8843,0,4090,0,0,0,0,0,0,0,0,0
E14000998,Tooting,London,Borough,Lab,Con,76954,58473,14307,16504,30811,8305,462,2314,0,0,0,0,0,0,0,77,0
E14000999,Torbay,South West,Borough,Con,LD,75054,50426,17749,29863,6562,12114,0,1239,0,0,0,0,0,0,0,648,0
W07000053,Torfaen,Wales,County,Lab,Con,62330,37176,3742,11804,15546,1831,5742,812,0,1441,0,0,0,0,0,0,0
E14001000,Torridge and West Devon,South West,County,Con,LD,80403,59730,24992,35904,10290,10912,0,2077,0,0,0,0,0,0,0,547,0
E14001001,Totnes,South West,County,Con,LD,69863,52182,12724,27751,8860,15027,0,0,0,0,0,0,0,0,0,544,0
E14001002,Tottenham,London,Borough,Lab,Con,75740,46856,30175,5446,35621,3168,527,1873,0,0,0,0,0,0,0,221,0
E14001003,Truro and Falmouth,South West,County,Con,Lab,76719,59190,4561,27237,22676,7150,0,1714,0,0,0,0,0,0,0,413,0
E14001004,Tunbridge Wells,South East,County,Con,LD,74823,54650,14645,30119,8098,15474,0,0,0,0,0,0,0,0,0,959,0
E14001005,Twickenham,London,Borough,LD,Con,84906,64503,14121,22045,5476,36166,816,0,0,0,0,0,0,0,0,0,0
E14001006,Tynemouth,North East,Borough,Lab,Con,77261,56034,4857,22071,26928,3791,1963,1281,0,0,0,0,0,0,0,0,0
N06000017,Upper Bann,Northern Ireland,County,DUP,SF,82887,50045,8210,0,0,0,0,0,0,0,20501,12291,4623,6197,6433,0,0
E14001007,Uxbridge and South Ruislip,London,Borough,Con,Lab,70365,48187,7210,25351,18141,3026,0,1090,0,0,0,0,0,0,0,579,0
W07000060,Vale Of Clwyd,Wales,County,Con,Lab,56649,37213,1827,17270,15443,1471,1477,0,0,1552,0,0,0,0,0,0,0
W07000078,Vale Of Glamorgan,Wales,County,Con,Lab,76508,54807,3562,27305,23743,0,0,3251,0,0,0,0,0,0,0,508,0
E14001008,Vauxhall,London,Borough,Lab,LD,88659,56333,19612,9422,31615,12003,641,2516,0,0,0,0,0,0,0,136,0
E14001009,Wakefield,Yorkshire and The Humber,County,Con,Lab,70192,45027,3358,21283,17925,1772,2725,0,0,0,0,0,0,0,0,1322,0
E14001010,Wallasey,North West,Borough,Lab,Con,66310,46492,18322,11579,29901,1843,2037,1132,0,0,0,0,0,0,0,0,0
E14001011,Walsall North,West Midlands,Borough,Con,Lab,67177,36556,11965,23334,11369,1236,0,617,0,0,0,0,0,0,0,0,0
E14001012,Walsall South,West Midlands,Borough,Lab,Con,68024,42472,3456,17416,20872,1602,1660,634,0,0,0,0,0,0,0,288,0
E14001013,Walthamstow,London,County,Lab,Con,70267,48335,30862,5922,36784,2874,768,1733,0,0,0,0,0,0,0,254,0
E14001014,Wansbeck,North East,County,Lab,Con,63339,40509,814,16310,17124,2539,3141,1217,0,0,0,0,0,0,0,178,0
E14001015,Wantage,South East,County,Con,LD,90867,67173,12653,34085,10181,21432,0,0,0,0,0,0,0,0,0,1475,0
E14001016,Warley,West Midlands,Borough,Lab,Con,62357,37239,11511,10390,21901,1588,2469,891,0,0,0,0,0,0,0,0,0
E14001017,Warrington North,North West,Borough,Lab,Con,72235,46667,1509,19102,20611,3071,2626,1257,0,0,0,0,0,0,0,0,0
E14001018,Warrington South,North West,Borough,Con,Lab,86015,61899,2010,28187,26177,5732,1635,0,0,0,0,0,0,0,0,168,0
E14001019,Warwick and Leamington,West Midlands,Borough,Lab,Con,76362,54205,789,22929,23718,4995,807,1536,0,0,0,0,0,0,0,220,0
E14001020,Washington and Sunderland West,North East,Borough,Lab,Con,66278,37513,3723,12218,15941,2071,5439,1005,0,0,0,0,0,0,0,839,0
E14001021,Watford,East,Borough,Con,Lab,83359,58065,4433,26421,21988,9323,0,0,0,0,0,0,0,0,0,333,0
E14001022,Waveney,East,County,Con,Lab,82791,51129,18002,31778,13776,2603,0,2727,0,0,0,0,0,0,0,245,0
E14001023,Wealden,South East,County,Con,LD,82998,60907,25655,37043,9377,11388,0,3099,0,0,0,0,0,0,0,0,0
E14001024,Weaver Vale,North West,County,Lab,Con,70551,50713,562,22210,22772,3300,1380,1051,0,0,0,0,0,0,0,0,0
E14001025,Wellingborough,East Midlands,County,Con,Lab,80765,51913,18540,32277,13737,4078,0,1821,0,0,0,0,0,0,0,0,0
E14001026,Wells,South West,County,Con,LD,84124,61628,9991,33336,4304,23345,0,0,0,0,0,0,0,0,0,643,0
E14001027,Welwyn Hatfield,East,County,Con,Lab,74892,52053,10955,27394,16439,6602,0,1618,0,0,0,0,0,0,0,0,0
E14001028,Wentworth and Dearne,Yorkshire and The Humber,County,Lab,Con,74536,41557,2165,14577,16742,1705,7019,0,0,0,0,0,0,0,0,1514,0
S14000058,West Aberdeenshire and Kincardine,Scotland,County,Con,SNP,72640,53345,843,22752,2431,6253,0,0,21909,0,0,0,0,0,0,0,0
E14001029,West Bromwich East,West Midlands,Borough,Con,Lab,62046,35975,1593,16804,15211,1313,1475,627,0,0,0,0,0,0,0,545,0
E14001030,West Bromwich West,West Midlands,Borough,Con,Lab,64517,34459,3799,17419,13620,915,1841,664,0,0,0,0,0,0,0,0,0
E14001031,West Dorset,South West,County,Con,LD,81897,60925,14106,33589,5729,19483,0,2124,0,0,0,0,0,0,0,0,0
S14000059,West Dunbartonshire,Scotland,County,SNP,Lab,66517,45140,9553,6436,12843,1890,0,867,22396,0,0,0,0,0,0,708,0
E14001032,West Ham,London,Borough,Lab,Con,97947,60200,32388,9793,42181,4161,1679,1780,0,0,0,0,0,0,0,606,0
E14001033,West Lancashire,North West,County,Lab,Con,73347,52663,8336,19122,27458,2560,2275,1248,0,0,0,0,0,0,0,0,0
E14001036,Westminster North,London,Borough,Lab,Con,65519,42911,10759,12481,23240,5593,418,1064,0,0,0,0,0,0,0,115,0
E14001037,Westmorland and Lonsdale,North West,County,LD,Con,67789,52712,1934,23861,2293,25795,763,0,0,0,0,0,0,0,0,0,0
E14001038,Weston-Super-Mare,South West,County,Con,Lab,82526,55614,17121,31983,14862,6935,0,1834,0,0,0,0,0,0,0,0,0
E14001034,West Suffolk,East,County,Con,Lab,80193,51437,23194,33842,10648,4685,0,2262,0,0,0,0,0,0,0,0,0
N06000018,West Tyrone,Northern Ireland,County,SF,DUP,66259,41186,7478,0,0,0,0,521,0,0,9066,16544,7330,2774,3979,972,0
E14001035,West Worcestershire,West Midlands,County,Con,LD,76241,57530,24499,34909,9496,10410,0,2715,0,0,0,0,0,0,0,0,0
E14001039,Wigan,North West,County,Lab,Con,75680,45042,6728,14314,21042,2428,5959,1299,0,0,0,0,0,0,0,0,0
E14001040,Wimbledon,London,Borough,Con,LD,68240,53027,628,20373,12543,19745,0,0,0,0,0,0,0,0,0,366,0
E14001041,Winchester,South East,County,Con,LD,75582,58890,985,28430,2723,27445,0,0,0,0,0,0,0,0,0,292,0
E14001042,Windsor,South East,County,Con,LD,75038,53750,20079,31501,8147,11422,0,1796,0,0,0,0,0,0,0,884,0
E14001043,Wirral South,North West,County,Lab,Con,57280,43547,6105,16179,22284,2917,1219,948,0,0,0,0,0,0,0,0,0
E14001044,Wirral West,North West,County,Lab,Con,55550,42918,3003,17692,20695,2706,860,965,0,0,0,0,0,0,0,0,0
E14001045,Witham,East,County,Con,Lab,70402,49344,24082,32876,8794,4584,0,3090,0,0,0,0,0,0,0,0,0
E14001046,Witney,South East,County,Con,LD,83845,61305,15177,33856,8770,18679,0,0,0,0,0,0,0,0,0,0,0
E14001047,Woking,South East,County,Con,LD,75424,53937,9767,26396,8827,16629,0,1485,0,0,0,0,0,0,0,600,0
E14001048,Wokingham,South East,County,Con,LD,83953,61997,7383,30734,6450,23351,0,1382,0,0,0,0,0,0,0,80,0
E14001049,Wolverhampton North East,West Midlands,Borough,Con,Lab,61660,34281,4080,17722,13642,960,1354,603,0,0,0,0,0,0,0,0,0
E14001050,Wolverhampton South East,West Midlands,Borough,Lab,Con,62883,33443,1235,14287,15522,1019,2094,521,0,0,0,0,0,0,0,0,0
E14001051,Wolverhampton South West,West Midlands,Borough,Con,Lab,60534,41136,1661,19864,18203,2041,1028,0,0,0,0,0,0,0,0,0,0
E14001052,Worcester,West Midlands,Borough,Con,Lab,73485,50898,6758,25856,19098,3666,0,1694,0,0,0,0,0,0,0,584,0
E14001053,Workington,North West,County,Con,Lab,61370,41599,4176,20488,16312,1525,1749,596,0,0,0,0,0,0,0,929,0
E14001054,Worsley and Eccles South,North West,County,Lab,Con,75219,44707,3219,17227,20446,2510,3224,1300,0,0,0,0,0,0,0,0,0
E14001055,Worthing West,South East,Borough,Con,Lab,78585,54648,14823,30475,15652,6024,0,2008,0,0,0,0,0,0,0,489,0
W07000044,Wrexham,Wales,County,Con,Lab,49737,33532,2131,15199,13068,1447,1222,445,0,2151,0,0,0,0,0,0,0
E14001056,Wycombe,South East,County,Con,Lab,78093,54756,4214,24766,20552,6543,0,1454,0,0,0,0,0,0,0,1441,0
E14001057,Wyre and Preston North,North West,County,Con,Lab,74775,52924,16781,31589,14808,4463,0,1729,0,0,0,0,0,0,0,335,0
E14001058,Wyre Forest,West Midlands,County,Con,Lab,78077,50561,21413,32960,11547,4081,0,1973,0,0,0,0,0,0,0,0,0
E14001059,Wythenshawe and Sale East,North West,Borough,Lab,Con,76313,44759,10396,13459,23855,3111,2717,1559,0,0,0,0,0,0,0,58,0
E14001060,Yeovil,South West,County,Con,LD,82468,59260,16181,34588,3761,18407,0,1629,0,0,0,0,0,0,0,875,0
W07000041,Ynys Mon,Wales,County,Con,Lab,51925,36552,1968,12959,10991,0,2184,0,0,10418,0,0,0,0,0,0,0
E14001061,York Central,Yorkshire and The Humber,Borough,Lab,Con,74899,49505,13545,13767,27312,4149,1479,2107,0,0,0,0,0,0,0,691,0
E14001062,York Outer,Yorkshire and The Humber,County,Con,Lab,74673,55347,9985,27324,17339,9992,0,0,0,0,0,0,0,0,0,692,0
